Run accession,Label,Year,Group,Ceftazidim,Ciprofloxacin,Gentamicin
ERR4035295,other,2010,95,34.0,39.0,28.0
ERR4035090,other,2010,73,31.0,33.0,26.0
ERR4035323,other,2010,95,33.0,39.0,29.0
ERR4035327,other,2010,5644,34.0,41.0,32.0
ERR4035332,other,2010,73,32.0,36.0,23.0
ERR4035336,other,2010,2539,33.0,34.0,24.0
ERR4035351,other,2010,127,32.0,38.0,28.0
ERR4035355,other,2010,162,32.0,39.0,29.0
ERR4035368,other,2010,73,35.0,36.0,23.0
ERR4035383,other,2010,73,24.0,42.0,30.0
ERR4035388,other,2010,141,34.0,39.0,29.0
ERR4035397,other,2010,88,30.0,33.0,23.0
ERR4035401,other,2010,28,33.0,33.0,23.0
ERR4035423,other,2010,640,32.0,38.0,28.0
ERR4035427,other,2010,10271,32.0,38.0,28.0
ERR4035429,other,2010,126,30.0,33.0,24.0
ERR4035433,other,2010,357,32.0,36.0,24.0
ERR4035438,131-C,2010,131-C1,34.0,6.0,6.0
ERR4035107,other,2010,144,35.0,40.0,28.0
ERR4035111,other,2010,127,32.0,40.0,29.0
ERR4035136,other,2010,550,32.0,38.0,28.0
ERR4035140,other,2010,10271,34.0,41.0,29.0
ERR4035153,other,2010,131-B,26.0,36.0,27.0
ERR4035558,131-C,2010,131-C2,30.0,6.0,26.0
ERR4035591,other,2010,141,32.0,37.0,29.0
ERR4035497,other,2010,73,32.0,39.0,26.0
ERR4035529,other,2010,59,32.0,38.0,25.0
ERR4035938,other,2010,131-B,32.0,26.0,24.0
ERR4035945,other,2010,95,34.0,28.0,26.0
ERR4035966,other,2010,127,34.0,36.0,26.0
ERR4035970,other,2010,405,18.0,6.0,8.0
ERR4035977,other,2010,491,34.0,36.0,24.0
ERR4035844,other,2010,59,33.0,34.0,24.0
ERR4035998,other,2010,73,31.0,32.0,23.0
ERR4036002,other,2010,538,29.0,32.0,22.0
ERR4035847,other,2010,73,30.0,32.0,23.0
ERR4036009,other,2010,73,31.0,36.0,21.0
ERR4036031,other,2010,23,30.0,24.0,24.0
ERR4036035,other,2010,357,38.0,44.0,26.0
ERR4036068,other,2010,10226,34.0,34.0,24.0
ERR4036098,other,2010,127,36.0,38.0,22.0
ERR4036105,other,2010,117,31.0,35.0,22.0
ERR4036130,other,2010,544,34.0,43.0,23.0
ERR4036137,other,2010,372,36.0,40.0,25.0
ERR4036163,other,2010,550,37.0,45.0,26.0
ERR4036166,131-C,2010,131-C1,33.0,6.0,6.0
ERR4036195,other,2010,783,35.0,37.0,24.0
ERR4036198,other,2010,141,33.0,34.0,24.0
ERR4035877,other,2010,973,35.0,32.0,23.0
ERR4035880,other,2010,95,33.0,32.0,24.0
ERR4035909,other,2010,117,31.0,34.0,25.0
ERR4035912,other,2010,131-B,33.0,34.0,26.0
ERR4036325,other,2010,73,39.0,40.0,27.0
ERR4036227,other,2010,10274,32.0,42.0,25.0
ERR4036357,other,2010,59,36.0,36.0,23.0
ERR4036389,other,2010,73,38.0,39.0,23.0
ERR4036414,other,2010,131-B,32.0,37.0,25.0
ERR4036418,other,2010,58,32.0,37.0,23.0
ERR4036447,other,2010,127,37.0,37.0,23.0
ERR4036451,other,2010,141,30.0,29.0,25.0
ERR4036260,other,2010,95,34.0,43.0,26.0
ERR4036292,other,2010,69,33.0,39.0,23.0
ERR4036625,other,2010,73,35.0,40.0,24.0
ERR4036626,other,2010,5451,32.0,35.0,25.0
ERR4036603,other,2010,135,37.0,38.0,25.0
ERR4036610,other,2010,69,35.0,36.0,18.0
ERR4036611,other,2010,95,20.0,32.0,26.0
ERR4036618,other,2010,73,33.0,35.0,25.0
ERR4036619,other,2010,7842,30.0,36.0,25.0
ERR4036757,other,2010,95,34.0,40.0,28.0
ERR4036664,other,2010,69,34.0,41.0,29.0
ERR4036788,other,2010,73,34.0,36.0,27.0
ERR4036821,other,2010,978,32.0,37.0,27.0
ERR4036852,other,2010,144,35.0,40.0,28.0
ERR4036884,other,2010,95,35.0,38.0,27.0
ERR4036901,other,2010,141,30.0,35.0,24.0
ERR4036913,other,2010,95,30.0,37.0,28.0
ERR4036916,other,2010,73,32.0,39.0,28.0
ERR4036932,other,2010,141,30.0,36.0,26.0
ERR4036948,other,2010,10404,32.0,37.0,27.0
ERR4036966,other,2010,95,30.0,34.0,26.0
ERR4036979,other,2010,95,32.0,37.0,27.0
ERR4036996,other,2010,95,30.0,38.0,26.0
ERR4037011,other,2010,372,34.0,40.0,28.0
ERR4037028,other,2010,58,27.0,31.0,22.0
ERR4036695,other,2010,38,33.0,29.0,28.0
ERR4036726,other,2010,38,34.0,29.0,27.0
ERR4037144,other,2010,131-A,31.0,22.0,25.0
ERR4037156,other,2010,95,30.0,34.0,26.0
ERR4037177,other,2010,345,31.0,36.0,22.0
ERR4037210,other,2010,69,33.0,36.0,24.0
ERR4037242,other,2010,73,32.0,34.0,22.0
ERR4037248,other,2010,73,30.0,34.0,26.0
ERR4037275,other,2010,12,28.0,36.0,27.0
ERR4037278,other,2010,10251,29.0,36.0,23.0
ERR4037279,other,2010,73,30.0,38.0,26.0
ERR4037310,other,2010,404,32.0,34.0,25.0
ERR4037312,other,2010,14,33.0,40.0,28.0
ERR4037313,other,2010,69,36.0,26.0,6.0
ERR4037059,131-C,2010,131-C1,28.0,6.0,13.0
ERR4037342,other,2010,28,32.0,35.0,24.0
ERR4037343,other,2010,3090,30.0,35.0,27.0
ERR4037344,other,2010,127,39.0,38.0,38.0
ERR4037376,other,2010,3564,30.0,39.0,26.0
ERR4037377,other,2010,88,28.0,32.0,22.0
ERR4037402,other,2010,421,33.0,36.0,25.0
ERR4037409,other,2010,567,31.0,35.0,26.0
ERR4037092,other,2010,131-A,30.0,26.0,28.0
ERR4037126,other,2010,131-A,30.0,34.0,16.0
ERR4037417,other,2010,73,32.0,28.0,26.0
ERR4037418,other,2010,127,30.0,40.0,26.0
ERR4037452,other,2010,569,33.0,43.0,26.0
ERR4037460,other,2010,69,37.0,45.0,24.0
ERR4037436,other,2010,95,33.0,41.0,25.0
ERR4037444,other,2010,73,35.0,39.0,24.0
ERR4034094,other,2009,69,34.0,41.0,30.0
ERR4034118,other,2009,73,25.0,38.0,29.0
ERR4034140,other,2009,416,33.0,42.0,29.0
ERR4034158,other,2009,421,32.0,40.0,27.0
ERR4034182,other,2009,58,30.0,37.0,27.0
ERR4034194,other,2009,8318,34.0,40.0,34.0
ERR4034204,other,2009,73,30.0,33.0,26.0
ERR4034207,other,2009,141,34.0,42.0,27.0
ERR4034228,other,2009,73,32.0,38.0,26.0
ERR4034231,other,2009,12,32.0,37.0,30.0
ERR4034252,other,2009,7092,32.0,40.0,29.0
ERR4034270,other,2009,127,35.0,40.0,28.0
ERR4034273,other,2009,10272,30.0,34.0,28.0
ERR4034275,other,2009,409,36.0,40.0,21.0
ERR4034285,other,2009,5644,32.0,36.0,24.0
ERR4034295,other,2009,73,33.0,37.0,27.0
ERR4034055,other,2009,73,34.0,38.0,26.0
ERR4034073,other,2009,73,34.0,38.0,26.0
ERR4034299,other,2009,73,32.0,34.0,24.0
ERR4034403,other,2009,101,30.0,38.0,30.0
ERR4034407,other,2009,95,33.0,40.0,29.0
ERR4034310,other,2009,681,34.0,35.0,30.0
ERR4034424,other,2009,95,31.0,31.0,29.0
ERR4034425,other,2009,2619,34.0,38.0,24.0
ERR4034427,other,2009,95,28.0,36.0,27.0
ERR4034428,other,2009,69,30.0,31.0,29.0
ERR4034455,other,2009,80,30.0,36.0,29.0
ERR4034456,other,2009,73,31.0,34.0,27.0
ERR4034457,other,2009,95,36.0,36.0,23.0
ERR4034459,other,2009,12,31.0,30.0,30.0
ERR4034480,other,2009,69,30.0,38.0,28.0
ERR4034484,other,2009,95,34.0,40.0,32.0
ERR4034489,other,2009,73,30.0,34.0,27.0
ERR4034504,other,2009,12,30.0,40.0,30.0
ERR4034521,other,2009,141,30.0,35.0,26.0
ERR4034536,other,2009,117,30.0,36.0,30.0
ERR4034549,other,2009,131-B,30.0,37.0,28.0
ERR4034554,other,2009,10,28.0,6.0,27.0
ERR4034582,other,2009,12,34.0,39.0,28.0
ERR4034586,other,2009,95,33.0,40.0,28.0
ERR4034601,other,2009,73,32.0,27.0,28.0
ERR4034605,other,2009,136,31.0,41.0,28.0
ERR4034614,other,2009,224,29.0,6.0,19.0
ERR4034618,other,2009,73,38.0,44.0,30.0
ERR4034331,other,2009,69,32.0,30.0,22.0
ERR4034629,other,2009,144,34.0,41.0,28.0
ERR4034654,other,2009,405,30.0,6.0,28.0
ERR4034334,other,2009,453,30.0,27.0,27.0
ERR4034658,other,2009,73,35.0,38.0,27.0
ERR4034662,other,2009,428,30.0,36.0,27.0
ERR4034338,other,2009,-1220,32.0,31.0,30.0
ERR4034359,other,2009,141,32.0,37.0,25.0
ERR4034363,other,2009,127,32.0,38.0,27.0
ERR4034364,other,2009,73,33.0,34.0,23.0
ERR4034306,other,2009,141,32.0,38.0,28.0
ERR4034379,other,2009,95,30.0,36.0,27.0
ERR4034383,other,2009,12,32.0,40.0,27.0
ERR4034387,other,2009,38,31.0,39.0,28.0
ERR4034392,other,2009,69,31.0,38.0,27.0
ERR4034393,other,2009,12,34.0,38.0,24.0
ERR4034805,other,2009,73,30.0,32.0,20.0
ERR4034695,other,2009,95,32.0,32.0,22.0
ERR4034853,other,2009,73,34.0,34.0,23.0
ERR4034857,other,2009,394,30.0,34.0,23.0
ERR4034886,other,2009,756,31.0,34.0,20.0
ERR4034914,other,2009,95,33.0,36.0,24.0
ERR4034942,other,2009,5644,31.0,34.0,23.0
ERR4034946,other,2009,38,30.0,35.0,22.0
ERR4035026,other,2009,58,29.0,30.0,23.0
ERR4034719,other,2009,95,32.0,32.0,22.0
ERR4035055,other,2009,59,34.0,36.0,25.0
ERR4034743,other,2009,69,33.0,32.0,22.0
ERR4034776,other,2009,144,32.0,32.0,25.0
ERR4035193,other,2009,681,31.0,38.0,27.0
ERR4035197,other,2009,73,33.0,38.0,26.0
ERR4035222,other,2009,69,33.0,40.0,27.0
ERR4035250,other,2009,38,7.0,6.0,16.0
ERR4035254,131-C,2009,131-C2,33.0,6.0,26.0
ERR4035068,other,2009,73,31.0,38.0,27.0
ERR4035282,other,2009,362,35.0,41.0,28.0
ERR4035286,other,2009,1828,39.0,38.0,25.0
ERR4035315,other,2009,405,32.0,39.0,28.0
ERR4035319,other,2009,95,33.0,40.0,29.0
ERR4035328,other,2009,59,33.0,31.0,24.0
ERR4035347,other,2009,73,32.0,38.0,27.0
ERR4035360,other,2009,73,30.0,30.0,25.0
ERR4035375,other,2009,1858,31.0,40.0,27.0
ERR4035379,other,2009,12,32.0,38.0,28.0
ERR4035393,other,2009,421,32.0,28.0,11.0
ERR4035099,other,2009,62,34.0,41.0,28.0
ERR4035410,other,2009,648,32.0,6.0,26.0
ERR4035415,other,2009,95,33.0,40.0,28.0
ERR4035419,other,2009,69,32.0,37.0,27.0
ERR4035424,other,2009,73,29.0,38.0,27.0
ERR4035425,other,2009,73,33.0,34.0,24.0
ERR4035428,other,2009,127,33.0,39.0,28.0
ERR4035103,other,2009,73,32.0,40.0,27.0
ERR4035072,other,2009,69,33.0,40.0,28.0
ERR4035128,other,2009,1057,33.0,40.0,28.0
ERR4035132,other,2009,131-A,32.0,38.0,28.0
ERR4035160,other,2009,73,33.0,38.0,28.0
ERR4035164,other,2009,73,33.0,38.0,28.0
ERR4035933,other,2009,131-B,32.0,36.0,24.0
ERR4035937,other,2009,405,6.0,6.0,6.0
ERR4035840,other,2009,73,32.0,35.0,23.0
ERR4035962,other,2009,131-B,31.0,36.0,25.0
ERR4035994,other,2009,73,35.0,35.0,24.0
ERR4036026,other,2009,14,36.0,34.0,24.0
ERR4036060,other,2009,73,34.0,34.0,25.0
ERR4036094,other,2009,69,30.0,33.0,24.0
ERR4036097,other,2009,550,30.0,34.0,26.0
ERR4036101,other,2009,393,31.0,6.0,25.0
ERR4036126,other,2009,95,36.0,34.0,25.0
ERR4036129,other,2009,2619,35.0,32.0,26.0
ERR4036133,other,2009,12,31.0,35.0,24.0
ERR4036158,other,2009,10241,29.0,33.0,22.0
ERR4036159,other,2009,88,30.0,35.0,25.0
ERR4036162,other,2009,73,36.0,36.0,26.0
ERR4036187,other,2009,800,34.0,33.0,24.0
ERR4036190,other,2009,73,32.0,33.0,26.0
ERR4036191,other,2009,428,34.0,37.0,24.0
ERR4036194,other,2009,73,33.0,35.0,26.0
ERR4035873,other,2009,131-B,32.0,35.0,25.0
ERR4035905,other,2009,93,30.0,35.0,26.0
ERR4036223,other,2009,14,32.0,37.0,26.0
ERR4036316,131-C,2009,131-C1,34.0,6.0,6.0
ERR4036320,other,2009,95,37.0,38.0,24.0
ERR4036349,other,2009,131-B,33.0,34.0,25.0
ERR4036353,131-C,2009,131-C1,27.0,7.0,22.0
ERR4036381,other,2009,144,33.0,35.0,23.0
ERR4036385,other,2009,10229-B,33.0,33.0,24.0
ERR4036413,other,2009,372,33.0,35.0,24.0
ERR4036443,other,2009,12,34.0,36.0,26.0
ERR4036252,other,2009,73,36.0,36.0,23.0
ERR4036256,other,2009,73,32.0,37.0,25.0
ERR4036219,other,2009,95,33.0,36.0,25.0
ERR4036284,131-C,2009,131-C1,30.0,6.0,9.0
ERR4036288,other,2009,73,35.0,35.0,25.0
ERR4036754,other,2009,409,31.0,38.0,28.0
ERR4036662,other,2009,59,32.0,40.0,30.0
ERR4036780,other,2009,95,30.0,36.0,29.0
ERR4036785,other,2009,131-A,28.0,37.0,28.0
ERR4036813,other,2009,131-B,27.0,37.0,28.0
ERR4036816,other,2009,646,28.0,39.0,28.0
ERR4036848,other,2009,95,31.0,38.0,29.0
ERR4036876,other,2009,73,27.0,26.0,27.0
ERR4036908,other,2009,73,30.0,38.0,28.0
ERR4036943,other,2009,10,29.0,36.0,29.0
ERR4036975,other,2009,372,32.0,38.0,29.0
ERR4036991,other,2009,399,28.0,35.0,27.0
ERR4037008,other,2009,73,32.0,39.0,29.0
ERR4037025,other,2009,69,28.0,35.0,28.0
ERR4036693,other,2009,12,30.0,36.0,29.0
ERR4036721,other,2009,73,32.0,36.0,28.0
ERR4036749,other,2009,69,30.0,28.0,28.0
ERR4037136,other,2009,73,32.0,39.0,26.0
ERR4037140,other,2009,73,33.0,37.0,23.0
ERR4037149,other,2009,401,29.0,37.0,26.0
ERR4037151,131-C,2009,131-C2,28.0,6.0,27.0
ERR4037169,other,2009,648,20.0,6.0,8.0
ERR4037044,other,2009,73,31.0,34.0,24.0
ERR4037173,other,2009,12,32.0,34.0,25.0
ERR4037180,other,2009,73,23.0,34.0,27.0
ERR4037186,other,2009,141,29.0,35.0,25.0
ERR4037195,other,2009,69,32.0,36.0,22.0
ERR4037202,other,2009,73,33.0,35.0,25.0
ERR4037203,other,2009,154,31.0,33.0,25.0
ERR4037212,other,2009,69,30.0,35.0,27.0
ERR4037215,other,2009,349,44.0,45.0,39.0
ERR4037230,other,2009,135,30.0,36.0,22.0
ERR4037231,other,2009,10,31.0,34.0,24.0
ERR4037238,other,2009,38,27.0,33.0,23.0
ERR4037243,other,2009,38,40.0,40.0,25.0
ERR4037245,other,2009,10,28.0,38.0,25.0
ERR4037259,other,2009,88,34.0,35.0,24.0
ERR4037053,other,2009,404,32.0,36.0,28.0
ERR4037266,131-C,2009,131-C2,29.0,6.0,22.0
ERR4037267,other,2009,12,31.0,31.0,24.0
ERR4037276,other,2009,73,38.0,42.0,27.0
ERR4037055,other,2009,95,28.0,31.0,26.0
ERR4037339,other,2009,23,27.0,35.0,27.0
ERR4037373,other,2009,10,31.0,38.0,37.0
ERR4037403,other,2009,550,31.0,36.0,28.0
ERR4037073,other,2009,95,33.0,28.0,22.0
ERR4037077,other,2009,73,32.0,35.0,25.0
ERR4037086,other,2009,1665,31.0,36.0,23.0
ERR4037088,other,2009,393,26.0,6.0,28.0
ERR4037103,131-C,2009,131-C1,35.0,6.0,6.0
ERR4037107,other,2009,73,31.0,35.0,23.0
ERR4037116,other,2009,95,30.0,33.0,26.0
ERR4037039,other,2009,95,35.0,36.0,25.0
ERR4037122,other,2009,73,26.0,33.0,26.0
ERR4034091,other,2008,73,34.0,37.0,27.0
ERR4034115,other,2008,73,31.0,37.0,28.0
ERR4034127,other,2008,135,31.0,35.0,27.0
ERR4034137,other,2008,106,31.0,40.0,29.0
ERR4034155,other,2008,131-A,31.0,38.0,27.0
ERR4034166,131-C,2008,131-C2,10.0,6.0,17.0
ERR4034178,other,2008,95,28.0,32.0,25.0
ERR4034179,other,2008,95,32.0,38.0,29.0
ERR4034260,other,2008,88,29.0,32.0,24.0
ERR4034266,other,2008,993,36.0,36.0,26.0
ERR4034267,other,2008,80,31.0,36.0,28.0
ERR4034292,other,2008,12,33.0,38.0,20.0
ERR4034053,other,2008,73,33.0,36.0,28.0
ERR4034070,other,2008,130,29.0,40.0,28.0
ERR4034399,other,2008,73,30.0,32.0,27.0
ERR4034416,other,2008,73,31.0,38.0,28.0
ERR4034420,other,2008,73,32.0,40.0,29.0
ERR4034423,other,2008,73,27.0,34.0,24.0
ERR4034448,other,2008,144,40.0,40.0,30.0
ERR4034451,other,2008,141,34.0,40.0,28.0
ERR4034452,other,2008,538,32.0,37.0,27.0
ERR4034453,other,2008,127,38.0,40.0,26.0
ERR4034476,other,2008,1155,32.0,6.0,28.0
ERR4034481,other,2008,12,33.0,38.0,30.0
ERR4034482,other,2008,95,34.0,39.0,25.0
ERR4034485,other,2008,80,31.0,38.0,28.0
ERR4034513,other,2008,73,29.0,35.0,26.0
ERR4034517,other,2008,550,32.0,37.0,27.0
ERR4034528,other,2008,12,32.0,38.0,28.0
ERR4034532,other,2008,127,30.0,36.0,26.0
ERR4034545,other,2008,127,34.0,37.0,26.0
ERR4034553,other,2008,69,26.0,23.0,30.0
ERR4034326,other,2008,95,37.0,37.0,29.0
ERR4034578,other,2008,73,30.0,39.0,27.0
ERR4034610,other,2008,393,30.0,37.0,26.0
ERR4034330,other,2008,95,32.0,40.0,30.0
ERR4034646,other,2008,48,32.0,40.0,27.0
ERR4034650,other,2008,62,35.0,42.0,30.0
ERR4034651,other,2008,73,34.0,35.0,25.0
ERR4034302,other,2008,88,32.0,37.0,27.0
ERR4034351,other,2008,428,33.0,39.0,26.0
ERR4034355,other,2008,73,29.0,37.0,28.0
ERR4034375,other,2008,127,33.0,42.0,30.0
ERR4034384,other,2008,550,31.0,36.0,23.0
ERR4034388,other,2008,79,33.0,40.0,28.0
ERR4034797,other,2008,10261,31.0,6.0,26.0
ERR4034801,131-C,2008,131-C1,30.0,6.0,25.0
ERR4034825,other,2008,394,30.0,6.0,9.0
ERR4034829,other,2008,80,30.0,34.0,26.0
ERR4034849,other,2008,1001,30.0,32.0,24.0
ERR4034882,other,2008,95,30.0,31.0,24.0
ERR4034910,other,2008,73,30.0,32.0,22.0
ERR4034938,other,2008,95,30.0,33.0,23.0
ERR4034715,other,2008,95,30.0,32.0,23.0
ERR4035022,other,2008,14,32.0,30.0,24.0
ERR4035047,other,2008,12,33.0,34.0,23.0
ERR4035051,other,2008,420,34.0,32.0,24.0
ERR4034687,other,2008,69,32.0,30.0,22.0
ERR4034739,other,2008,73,33.0,33.0,25.0
ERR4034768,other,2008,73,32.0,33.0,23.0
ERR4034691,other,2008,998,28.0,32.0,20.0
ERR4034772,other,2008,141,34.0,34.0,25.0
ERR4035185,other,2008,79,34.0,42.0,28.0
ERR4035189,other,2008,10,33.0,41.0,29.0
ERR4035214,other,2008,540,37.0,42.0,29.0
ERR4035218,131-C,2008,131-C1,34.0,6.0,14.0
ERR4035246,other,2008,550,34.0,40.0,29.0
ERR4035278,other,2008,127,34.0,40.0,29.0
ERR4035311,other,2008,73,31.0,38.0,27.0
ERR4035313,other,2008,131-A,30.0,6.0,6.0
ERR4035095,other,2008,3721,33.0,40.0,28.0
ERR4035411,other,2008,978,24.0,40.0,28.0
ERR4035416,other,2008,127,30.0,40.0,25.0
ERR4035420,other,2008,10,29.0,8.0,27.0
ERR4035443,other,2008,73,34.0,43.0,30.0
ERR4035125,other,2008,101,33.0,39.0,28.0
ERR4035152,other,2008,206,30.0,37.0,27.0
ERR4035156,other,2008,93,34.0,39.0,28.0
ERR4036093,other,2008,963,29.0,29.0,22.0
ERR4036121,other,2008,59,32.0,34.0,22.0
ERR4036125,other,2008,73,29.0,30.0,23.0
ERR4036150,other,2008,73,32.0,34.0,25.0
ERR4036154,other,2008,73,29.0,29.0,23.0
ERR4036182,other,2008,1819,32.0,35.0,23.0
ERR4036186,131-C,2008,131-C2,16.0,6.0,24.0
ERR4036624,other,2008,968,34.0,39.0,25.0
ERR4036602,other,2008,405,31.0,33.0,24.0
ERR4036609,other,2008,1656,31.0,33.0,24.0
ERR4036617,other,2008,141,35.0,35.0,25.0
ERR4036764,other,2008,10259,36.0,38.0,29.0
ERR4036777,other,2008,640,31.0,39.0,29.0
ERR4036797,other,2008,550,36.0,40.0,30.0
ERR4036808,other,2008,550,33.0,40.0,29.0
ERR4036830,other,2008,12,36.0,42.0,30.0
ERR4036840,other,2008,10262,30.0,35.0,28.0
ERR4036861,other,2008,117,34.0,34.0,28.0
ERR4036873,other,2008,73,39.0,40.0,32.0
ERR4036893,other,2008,95,36.0,39.0,30.0
ERR4036898,other,2008,393,36.0,6.0,29.0
ERR4036905,other,2008,10,31.0,6.0,28.0
ERR4036929,other,2008,73,34.0,38.0,28.0
ERR4036940,other,2008,127,31.0,38.0,29.0
ERR4036654,other,2008,127,33.0,35.0,28.0
ERR4036972,other,2008,372,31.0,37.0,28.0
ERR4036685,other,2008,10276,33.0,39.0,28.0
ERR4037003,other,2008,58,31.0,38.0,26.0
ERR4036687,other,2008,73,32.0,26.0,28.0
ERR4036656,other,2008,12,32.0,36.0,30.0
ERR4036703,other,2008,88,36.0,38.0,30.0
ERR4036713,other,2008,4456,34.0,30.0,29.0
ERR4036719,other,2008,73,28.0,32.0,26.0
ERR4036732,other,2008,80,37.0,40.0,30.0
ERR4036746,other,2008,88,29.0,41.0,28.0
ERR4037031,other,2008,141,32.0,32.0,24.0
ERR4037132,other,2008,141,31.0,32.0,24.0
ERR4037134,other,2008,4360,30.0,35.0,24.0
ERR4037138,other,2008,714,33.0,38.0,26.0
ERR4037041,other,2008,131-B,36.0,45.0,24.0
ERR4037145,other,2008,393,29.0,6.0,28.0
ERR4037150,other,2008,73,32.0,36.0,26.0
ERR4037157,other,2008,69,32.0,24.0,26.0
ERR4037161,other,2008,95,34.0,35.0,23.0
ERR4037163,other,2008,73,34.0,42.0,24.0
ERR4037165,other,2008,73,32.0,32.0,23.0
ERR4037178,other,2008,144,28.0,37.0,28.0
ERR4037187,other,2008,453,32.0,34.0,24.0
ERR4037191,other,2008,115,30.0,30.0,23.0
ERR4037208,other,2008,95,30.0,36.0,26.0
ERR4037222,other,2008,69,32.0,34.0,24.0
ERR4037226,other,2008,12,31.0,32.0,24.0
ERR4037229,other,2008,38,32.0,6.0,9.0
ERR4037241,other,2008,127,33.0,40.0,28.0
ERR4037254,other,2008,141,27.0,33.0,24.0
ERR4037258,other,2008,1057,33.0,29.0,24.0
ERR4037260,other,2008,80,35.0,39.0,28.0
ERR4037054,other,2008,80,33.0,38.0,26.0
ERR4037271,other,2008,409,33.0,41.0,28.0
ERR4037296,other,2008,95,34.0,44.0,25.0
ERR4037309,other,2008,10,30.0,35.0,26.0
ERR4037328,other,2008,5261,36.0,37.0,28.0
ERR4037060,other,2008,961,32.0,33.0,23.0
ERR4037362,other,2008,73,33.0,38.0,26.0
ERR4037064,other,2008,59,32.0,34.0,23.0
ERR4037391,other,2008,127,33.0,34.0,25.0
ERR4037404,other,2008,12,35.0,38.0,23.0
ERR4037068,other,2008,73,32.0,32.0,24.0
ERR4037070,other,2008,131-A,33.0,36.0,25.0
ERR4037071,other,2008,95,32.0,37.0,23.0
ERR4037035,other,2008,6664,34.0,36.0,22.0
ERR4037083,other,2008,449,20.0,30.0,26.0
ERR4037093,other,2008,73,30.0,35.0,23.0
ERR4037097,other,2008,393,34.0,6.0,24.0
ERR4037099,other,2008,10402,33.0,32.0,23.0
ERR4037101,other,2008,73,35.0,37.0,25.0
ERR4037105,other,2008,5484,26.0,39.0,26.0
ERR4037112,other,2008,404,31.0,36.0,25.0
ERR4037117,other,2008,95,34.0,35.0,27.0
ERR4037123,other,2008,141,30.0,32.0,24.0
ERR4037128,other,2008,540,32.0,33.0,22.0
ERR4034031,other,2007,10,31.0,24.0,11.0
ERR4034201,other,2007,131-B,32.0,29.0,16.0
ERR4034218,other,2007,10,20.0,39.0,14.0
ERR4034225,other,2007,12,32.0,37.0,28.0
ERR4034246,other,2007,95,32.0,36.0,28.0
ERR4034254,other,2007,602,32.0,35.0,23.0
ERR4034263,other,2007,23,26.0,34.0,24.0
ERR4034269,other,2007,409,30.0,30.0,22.0
ERR4034272,other,2007,14,31.0,32.0,24.0
ERR4034278,other,2007,95,33.0,35.0,24.0
ERR4034282,other,2007,73,31.0,33.0,21.0
ERR4034412,other,2007,73,34.0,38.0,27.0
ERR4034419,other,2007,12,26.0,35.0,25.0
ERR4034421,other,2007,141,32.0,32.0,26.0
ERR4034443,other,2007,73,28.0,35.0,27.0
ERR4034444,other,2007,83,30.0,40.0,26.0
ERR4034447,other,2007,73,28.0,31.0,26.0
ERR4034468,other,2007,88,15.0,35.0,26.0
ERR4034477,other,2007,127,31.0,37.0,28.0
ERR4034488,other,2007,73,33.0,37.0,22.0
ERR4034492,other,2007,95,32.0,37.0,27.0
ERR4034509,131-C,2007,131-C2,30.0,6.0,26.0
ERR4034520,other,2007,978,26.0,35.0,26.0
ERR4034524,other,2007,10245,30.0,29.0,26.0
ERR4034322,other,2007,135,28.0,38.0,26.0
ERR4034541,other,2007,405,30.0,35.0,28.0
ERR4034569,other,2007,12,30.0,24.0,28.0
ERR4034570,other,2007,95,31.0,40.0,27.0
ERR4034573,other,2007,73,36.0,40.0,28.0
ERR4034574,other,2007,73,31.0,36.0,27.0
ERR4034327,other,2007,95,32.0,40.0,28.0
ERR4034589,other,2007,131-A,30.0,26.0,28.0
ERR4034602,other,2007,10,30.0,8.0,27.0
ERR4034606,131-C,2007,131-C2,6.0,6.0,25.0
ERR4034624,other,2007,10252,30.0,36.0,23.0
ERR4034647,other,2007,73,39.0,42.0,26.0
ERR4034657,other,2007,167,30.0,38.0,26.0
ERR4034680,other,2007,73,38.0,38.0,27.0
ERR4034337,other,2007,121,31.0,36.0,26.0
ERR4034347,other,2007,95,30.0,37.0,27.0
ERR4034360,other,2007,10,34.0,38.0,26.0
ERR4034305,other,2007,69,30.0,34.0,26.0
ERR4034370,other,2007,4623,23.0,42.0,30.0
ERR4034374,other,2007,10296,32.0,39.0,30.0
ERR4034380,other,2007,3604,28.0,35.0,27.0
ERR4034389,other,2007,141,34.0,34.0,25.0
ERR4034391,other,2007,2020,29.0,34.0,28.0
ERR4034878,other,2007,69,32.0,26.0,10.0
ERR4034913,other,2007,73,33.0,35.0,24.0
ERR4034934,other,2007,69,32.0,27.0,21.0
ERR4034945,other,2007,10244,30.0,39.0,25.0
ERR4034711,other,2007,106,28.0,33.0,23.0
ERR4034978,other,2007,136,35.0,36.0,24.0
ERR4034981,other,2007,46,32.0,37.0,29.0
ERR4034985,other,2007,131-B,32.0,23.0,12.0
ERR4035009,other,2007,550,31.0,34.0,27.0
ERR4035010,other,2007,73,28.0,34.0,23.0
ERR4035013,other,2007,69,33.0,39.0,29.0
ERR4035014,other,2007,636,28.0,25.0,23.0
ERR4035018,other,2007,127,34.0,36.0,24.0
ERR4035041,other,2007,642,31.0,37.0,29.0
ERR4035046,other,2007,141,30.0,33.0,24.0
ERR4034764,other,2007,964,29.0,6.0,23.0
