Run accession,Label,Year,Ceftazidim,Ciprofloxacin,Gentamicin
ERR4037261,other,2014,30.0,7.0,22.0
ERR4037281,other,2014,29.0,33.0,18.0
ERR4037285,other,2014,25.0,31.0,19.0
ERR4037288,other,2014,30.0,34.0,24.0
ERR4037289,131-C,2014,21.0,6.0,19.0
ERR4037297,other,2014,28.0,33.0,23.0
ERR4037058,other,2014,26.0,32.0,19.0
ERR4037311,131-C,2014,10.0,6.0,6.0
ERR4037315,131-C,2014,22.0,6.0,19.0
ERR4037319,other,2014,28.0,34.0,21.0
ERR4037320,other,2014,27.0,36.0,20.0
ERR4037329,other,2014,29.0,35.0,23.0
ERR4037345,other,2014,27.0,33.0,19.0
ERR4037349,other,2014,28.0,36.0,20.0
ERR4037062,other,2014,26.0,34.0,20.0
ERR4037352,other,2014,29.0,29.0,21.0
ERR4037353,other,2014,10.0,33.0,19.0
ERR4037360,other,2014,30.0,30.0,24.0
ERR4037375,other,2014,27.0,34.0,19.0
ERR4037379,other,2014,26.0,38.0,22.0
ERR4037383,other,2014,26.0,36.0,20.0
ERR4037385,other,2014,28.0,6.0,23.0
ERR4037392,other,2014,26.0,31.0,22.0
ERR4037408,other,2014,27.0,31.0,20.0
ERR4037412,other,2014,26.0,45.0,21.0
ERR4037087,other,2014,26.0,34.0,19.0
ERR4037091,other,2014,27.0,35.0,20.0
ERR4037121,other,2014,13.0,33.0,21.0
ERR4037125,other,2014,28.0,27.0,20.0
ERR4037453,other,2014,28.0,29.0,22.0
ERR4037454,other,2014,26.0,24.0,14.0
ERR4037455,other,2014,26.0,31.0,21.0
ERR4037456,other,2014,28.0,30.0,24.0
ERR4037461,other,2014,45.0,35.0,24.0
ERR4037462,other,2014,24.0,27.0,22.0
ERR4037463,other,2014,25.0,22.0,24.0
ERR4037464,other,2014,25.0,30.0,20.0
ERR4037469,other,2014,25.0,34.0,22.0
ERR4037470,other,2014,32.0,36.0,25.0
ERR4037471,other,2014,26.0,34.0,19.0
ERR4037477,other,2014,28.0,36.0,25.0
ERR4037478,other,2014,24.0,11.0,23.0
ERR4037479,other,2014,25.0,29.0,19.0
ERR4037485,other,2014,25.0,35.0,25.0
ERR4037486,other,2014,26.0,33.0,22.0
ERR4037487,other,2014,28.0,32.0,23.0
ERR4037492,other,2014,27.0,33.0,22.0
ERR4037493,other,2014,26.0,30.0,21.0
ERR4037494,other,2014,25.0,29.0,22.0
ERR4037500,other,2014,27.0,34.0,25.0
ERR4037501,other,2014,24.0,28.0,24.0
ERR4037502,other,2014,26.0,29.0,22.0
ERR4037508,other,2014,26.0,37.0,23.0
ERR4037509,other,2014,26.0,32.0,20.0
ERR4037510,other,2014,24.0,25.0,6.0
ERR4037516,other,2014,26.0,25.0,6.0
ERR4037517,other,2014,23.0,28.0,20.0
ERR4037518,other,2014,30.0,28.0,22.0
ERR4037438,other,2014,29.0,36.0,22.0
ERR4037439,131-C,2014,10.0,6.0,22.0
ERR4037440,other,2014,24.0,30.0,20.0
ERR4037445,other,2014,24.0,31.0,23.0
ERR4037446,other,2014,24.0,23.0,7.0
ERR4037447,other,2014,25.0,30.0,23.0
ERR4037448,other,2014,26.0,28.0,20.0
ERR4034087,other,2013,27.0,27.0,21.0
ERR4034095,other,2013,27.0,32.0,19.0
ERR4034099,131-C,2013,23.0,6.0,18.0
ERR4034105,other,2013,25.0,30.0,19.0
ERR4034113,other,2013,26.0,28.0,19.0
ERR4034116,other,2013,26.0,34.0,19.0
ERR4034138,other,2013,25.0,32.0,21.0
ERR4034141,other,2013,25.0,32.0,21.0
ERR4034156,other,2013,26.0,31.0,18.0
ERR4034177,other,2013,25.0,29.0,19.0
ERR4034180,other,2013,36.0,40.0,21.0
ERR4034042,other,2013,27.0,37.0,20.0
ERR4034199,other,2013,25.0,36.0,19.0
ERR4034044,other,2013,25.0,32.0,19.0
ERR4034220,other,2013,26.0,36.0,21.0
ERR4034223,other,2013,27.0,29.0,19.0
ERR4034244,other,2013,29.0,35.0,19.0
ERR4034247,other,2013,25.0,32.0,19.0
ERR4034265,other,2013,23.0,31.0,18.0
ERR4034268,other,2013,26.0,32.0,20.0
ERR4034058,other,2013,29.0,34.0,22.0
ERR4034074,other,2013,26.0,34.0,19.0
ERR4034406,other,2013,30.0,37.0,23.0
ERR4034309,other,2013,27.0,33.0,21.0
ERR4034410,other,2013,27.0,34.0,23.0
ERR4034438,other,2013,21.0,9.0,17.0
ERR4034467,other,2013,25.0,30.0,20.0
ERR4034499,131-C,2013,29.0,6.0,6.0
ERR4034518,other,2013,26.0,33.0,23.0
ERR4034535,other,2013,29.0,28.0,21.0
ERR4034550,other,2013,27.0,35.0,24.0
ERR4034564,other,2013,27.0,27.0,20.0
ERR4034571,131-C,2013,23.0,6.0,19.0
ERR4034575,other,2013,28.0,34.0,25.0
ERR4034596,other,2013,26.0,29.0,20.0
ERR4034599,other,2013,27.0,31.0,19.0
ERR4034603,other,2013,25.0,37.0,24.0
ERR4034627,other,2013,26.0,6.0,20.0
ERR4034628,other,2013,28.0,32.0,21.0
ERR4034656,other,2013,28.0,33.0,20.0
ERR4034661,other,2013,30.0,40.0,22.0
ERR4034336,other,2013,29.0,32.0,21.0
ERR4034341,other,2013,27.0,35.0,20.0
ERR4034304,other,2013,29.0,34.0,21.0
ERR4034369,other,2013,29.0,33.0,20.0
ERR4034373,other,2013,30.0,32.0,21.0
ERR4034378,other,2013,27.0,33.0,20.0
ERR4034807,other,2013,28.0,36.0,19.0
ERR4034839,other,2013,26.0,35.0,22.0
ERR4034867,other,2013,26.0,33.0,20.0
ERR4034870,other,2013,26.0,32.0,14.0
ERR4034872,other,2013,28.0,32.0,20.0
ERR4034899,other,2013,26.0,38.0,22.0
ERR4034900,131-C,2013,24.0,6.0,20.0
ERR4034904,other,2013,27.0,31.0,19.0
ERR4034927,other,2013,26.0,37.0,25.0
ERR4034932,other,2013,27.0,32.0,21.0
ERR4034936,other,2013,26.0,35.0,19.0
ERR4034971,other,2013,29.0,36.0,24.0
ERR4034712,other,2013,29.0,35.0,24.0
ERR4034713,other,2013,26.0,36.0,19.0
ERR4035003,other,2013,30.0,40.0,24.0
ERR4035031,other,2013,28.0,38.0,25.0
ERR4035064,other,2013,26.0,38.0,6.0
ERR4034744,other,2013,29.0,38.0,25.0
ERR4034745,other,2013,26.0,36.0,20.0
ERR4034778,other,2013,29.0,34.0,20.0
ERR4035190,other,2013,25.0,33.0,22.0
ERR4035223,other,2013,25.0,33.0,22.0
ERR4035255,other,2013,25.0,34.0,22.0
ERR4035283,other,2013,29.0,36.0,22.0
ERR4035101,other,2013,30.0,30.0,25.0
ERR4035130,other,2013,30.0,38.0,26.0
ERR4035073,other,2013,28.0,38.0,25.0
ERR4035161,other,2013,24.0,34.0,21.0
ERR4035550,other,2013,25.0,30.0,25.0
ERR4035554,other,2013,25.0,28.0,24.0
ERR4035457,other,2013,26.0,13.0,24.0
ERR4035583,other,2013,23.0,35.0,25.0
ERR4035587,other,2013,31.0,38.0,25.0
ERR4035461,other,2013,31.0,41.0,26.0
ERR4035615,other,2013,27.0,36.0,24.0
ERR4035619,other,2013,30.0,32.0,24.0
ERR4035647,other,2013,24.0,33.0,23.0
ERR4035651,other,2013,28.0,35.0,24.0
ERR4035680,other,2013,25.0,9.0,10.0
ERR4035684,other,2013,29.0,38.0,24.0
ERR4035712,other,2013,28.0,34.0,24.0
ERR4035716,other,2013,27.0,33.0,23.0
ERR4035740,other,2013,27.0,31.0,24.0
ERR4035744,other,2013,29.0,35.0,26.0
ERR4035748,other,2013,28.0,39.0,26.0
ERR4035773,other,2013,28.0,29.0,21.0
ERR4035777,other,2013,28.0,35.0,25.0
ERR4035805,other,2013,26.0,33.0,24.0
ERR4035809,other,2013,29.0,34.0,22.0
ERR4035489,other,2013,26.0,20.0,24.0
ERR4035493,other,2013,28.0,30.0,24.0
ERR4035525,other,2013,30.0,38.0,28.0
ERR4035839,other,2013,25.0,33.0,21.0
ERR4035930,other,2013,24.0,32.0,20.0
ERR4035932,other,2013,27.0,37.0,24.0
ERR4035934,other,2013,27.0,32.0,21.0
ERR4035936,other,2013,28.0,34.0,21.0
ERR4035941,other,2013,28.0,38.0,22.0
ERR4035841,other,2013,27.0,29.0,20.0
ERR4035952,other,2013,25.0,28.0,21.0
ERR4035956,other,2013,26.0,31.0,20.0
ERR4035963,other,2013,28.0,30.0,25.0
ERR4035965,other,2013,27.0,35.0,24.0
ERR4035843,131-C,2013,16.0,6.0,6.0
ERR4035969,other,2013,26.0,30.0,23.0
ERR4035973,other,2013,26.0,35.0,19.0
ERR4035984,other,2013,24.0,33.0,21.0
ERR4035988,other,2013,27.0,20.0,22.0
ERR4035991,other,2013,30.0,37.0,22.0
ERR4035995,other,2013,25.0,24.0,6.0
ERR4035997,other,2013,27.0,34.0,21.0
ERR4036001,other,2013,6.0,6.0,6.0
ERR4036005,other,2013,27.0,36.0,22.0
ERR4036016,other,2013,26.0,31.0,22.0
ERR4036020,other,2013,27.0,38.0,23.0
ERR4036023,other,2013,26.0,35.0,22.0
ERR4036027,other,2013,28.0,35.0,22.0
ERR4036038,other,2013,26.0,29.0,21.0
ERR4036049,other,2013,27.0,30.0,22.0
ERR4036053,other,2013,26.0,32.0,23.0
ERR4036056,other,2013,28.0,27.0,22.0
ERR4036061,other,2013,25.0,33.0,20.0
ERR4036071,other,2013,28.0,39.0,23.0
ERR4036087,other,2013,27.0,33.0,23.0
ERR4035855,other,2013,26.0,35.0,20.0
ERR4036092,other,2013,26.0,31.0,22.0
ERR4036096,other,2013,27.0,33.0,22.0
ERR4036103,other,2013,29.0,35.0,21.0
ERR4036115,other,2013,24.0,31.0,21.0
ERR4036119,other,2013,28.0,36.0,23.0
ERR4036124,other,2013,26.0,30.0,21.0
ERR4036128,other,2013,24.0,31.0,20.0
ERR4035859,other,2013,28.0,37.0,21.0
ERR4036148,other,2013,24.0,31.0,20.0
ERR4036152,other,2013,27.0,35.0,23.0
ERR4036157,other,2013,28.0,30.0,23.0
ERR4036161,131-C,2013,27.0,6.0,21.0
ERR4036180,other,2013,11.0,6.0,9.0
ERR4036189,other,2013,23.0,6.0,22.0
ERR4036193,131-C,2013,6.0,6.0,6.0
ERR4035866,other,2013,26.0,28.0,22.0
ERR4036212,other,2013,25.0,29.0,22.0
ERR4035870,other,2013,27.0,34.0,21.0
ERR4035872,other,2013,27.0,6.0,23.0
ERR4035876,other,2013,24.0,32.0,23.0
ERR4035891,other,2013,31.0,10.0,24.0
ERR4035898,other,2013,26.0,34.0,22.0
ERR4035902,other,2013,13.0,25.0,23.0
ERR4035904,other,2013,27.0,34.0,21.0
ERR4035908,131-C,2013,26.0,6.0,21.0
ERR4035837,other,2013,25.0,22.0,21.0
ERR4035919,other,2013,27.0,34.0,22.0
ERR4035923,other,2013,25.0,9.0,22.0
ERR4035926,other,2013,25.0,30.0,22.0
ERR4036318,other,2013,25.0,35.0,18.0
ERR4036330,other,2013,28.0,31.0,22.0
ERR4036336,other,2013,26.0,42.0,27.0
ERR4036340,other,2013,26.0,35.0,24.0
ERR4036368,other,2013,28.0,39.0,25.0
ERR4036372,other,2013,29.0,35.0,23.0
ERR4036400,other,2013,26.0,36.0,23.0
ERR4036404,other,2013,27.0,39.0,25.0
ERR4036419,other,2013,26.0,27.0,22.0
ERR4036433,other,2013,26.0,39.0,24.0
ERR4036437,other,2013,28.0,35.0,25.0
ERR4036469,other,2013,31.0,40.0,25.0
ERR4036239,other,2013,27.0,38.0,23.0
ERR4036501,other,2013,25.0,28.0,24.0
ERR4036243,other,2013,25.0,37.0,24.0
ERR4036530,other,2013,28.0,27.0,25.0
ERR4036562,other,2013,30.0,37.0,26.0
ERR4036568,other,2013,25.0,30.0,18.0
ERR4036594,other,2013,27.0,35.0,24.0
ERR4036254,other,2013,25.0,32.0,20.0
ERR4036271,other,2013,24.0,39.0,25.0
ERR4036275,other,2013,31.0,37.0,23.0
ERR4036286,other,2013,25.0,6.0,18.0
ERR4036303,other,2013,23.0,37.0,25.0
ERR4036307,other,2013,26.0,37.0,25.0
ERR4036642,other,2013,25.0,34.0,23.0
ERR4036650,other,2013,27.0,35.0,23.0
ERR4036773,other,2013,25.0,27.0,23.0
ERR4036778,other,2013,27.0,12.0,18.0
ERR4036781,other,2013,28.0,28.0,22.0
ERR4036804,other,2013,27.0,32.0,20.0
ERR4036809,other,2013,18.0,22.0,16.0
ERR4036814,131-C,2013,21.0,6.0,21.0
ERR4036838,other,2013,23.0,28.0,19.0
ERR4036841,other,2013,26.0,33.0,20.0
ERR4036846,other,2013,25.0,29.0,17.0
ERR4036911,other,2013,26.0,35.0,19.0
ERR4036918,other,2013,26.0,31.0,18.0
ERR4036922,other,2013,26.0,24.0,18.0
ERR4036931,other,2013,27.0,25.0,21.0
ERR4036936,other,2013,26.0,6.0,19.0
ERR4036946,other,2013,26.0,30.0,18.0
ERR4036947,other,2013,25.0,35.0,18.0
ERR4036965,other,2013,27.0,38.0,20.0
ERR4036683,other,2013,27.0,30.0,18.0
ERR4036971,131-C,2013,6.0,6.0,17.0
ERR4036974,other,2013,6.0,25.0,8.0
ERR4036978,other,2013,27.0,36.0,18.0
ERR4036997,other,2013,26.0,36.0,19.0
ERR4037004,other,2013,22.0,32.0,21.0
ERR4037006,other,2013,25.0,28.0,17.0
ERR4037007,other,2013,26.0,38.0,18.0
ERR4037029,other,2013,25.0,36.0,21.0
ERR4036689,other,2013,26.0,30.0,17.0
ERR4036657,131-C,2013,19.0,6.0,17.0
ERR4036718,131-C,2013,24.0,6.0,19.0
ERR4036745,other,2013,28.0,35.0,18.0
ERR4036748,other,2013,25.0,40.0,18.0
ERR4037131,other,2013,22.0,32.0,21.0
ERR4037158,other,2013,24.0,28.0,21.0
ERR4037164,other,2013,6.0,6.0,8.0
ERR4037188,other,2013,26.0,29.0,20.0
ERR4037292,other,2013,28.0,37.0,21.0
ERR4037302,other,2013,28.0,39.0,22.0
ERR4037306,other,2013,26.0,32.0,21.0
ERR4037326,other,2013,24.0,33.0,21.0
ERR4037331,other,2013,27.0,38.0,23.0
ERR4037338,131-C,2013,24.0,6.0,18.0
ERR4037061,other,2013,27.0,9.0,22.0
ERR4037355,other,2013,27.0,33.0,24.0
ERR4037366,other,2013,28.0,8.0,23.0
ERR4037370,other,2013,27.0,29.0,19.0
ERR4037389,other,2013,25.0,36.0,20.0
ERR4037394,131-C,2013,25.0,6.0,6.0
ERR4037395,131-C,2013,16.0,6.0,9.0
ERR4037067,other,2013,24.0,40.0,19.0
ERR4037094,other,2013,15.0,32.0,21.0
ERR4037102,other,2013,22.0,32.0,21.0
ERR4037038,other,2013,30.0,6.0,10.0
ERR4037124,other,2013,20.0,6.0,6.0
ERR4037425,other,2013,23.0,6.0,22.0
ERR4037468,other,2013,25.0,6.0,22.0
ERR4037476,other,2013,25.0,29.0,23.0
ERR4037484,other,2013,30.0,32.0,26.0
ERR4037491,other,2013,25.0,30.0,22.0
ERR4037499,other,2013,26.0,28.0,24.0
ERR4037507,other,2013,26.0,36.0,23.0
ERR4037433,other,2013,19.0,6.0,21.0
ERR4037515,other,2013,28.0,36.0,23.0
ERR4037434,other,2013,27.0,36.0,23.0
ERR4037435,other,2013,26.0,35.0,21.0
ERR4037426,other,2013,34.0,40.0,30.0
ERR4037437,other,2013,25.0,35.0,20.0
ERR4037427,131-C,2013,19.0,6.0,22.0
ERR4034092,other,2012,25.0,35.0,20.0
ERR4034096,other,2012,26.0,24.0,19.0
ERR4034037,other,2012,25.0,32.0,18.0
ERR4034038,other,2012,28.0,34.0,20.0
ERR4034135,other,2012,26.0,36.0,19.0
ERR4034040,other,2012,27.0,28.0,20.0
ERR4034153,other,2012,27.0,37.0,20.0
ERR4034154,other,2012,28.0,32.0,22.0
ERR4034157,other,2012,25.0,25.0,25.0
ERR4034171,other,2012,27.0,39.0,6.0
ERR4034174,other,2012,25.0,33.0,19.0
ERR4034193,other,2012,27.0,38.0,22.0
ERR4034196,other,2012,26.0,31.0,19.0
ERR4034214,other,2012,26.0,30.0,19.0
ERR4034217,other,2012,26.0,32.0,19.0
ERR4034224,other,2012,26.0,30.0,23.0
ERR4034238,other,2012,28.0,33.0,20.0
ERR4034241,other,2012,25.0,32.0,19.0
ERR4034259,other,2012,28.0,33.0,20.0
ERR4034262,other,2012,26.0,32.0,19.0
ERR4034054,other,2012,30.0,35.0,20.0
ERR4034056,131-C,2012,21.0,6.0,18.0
ERR4034069,other,2012,25.0,31.0,19.0
ERR4034071,other,2012,26.0,38.0,20.0
ERR4034308,other,2012,24.0,33.0,23.0
ERR4034300,other,2012,26.0,36.0,19.0
ERR4034510,other,2012,28.0,34.0,19.0
ERR4034514,other,2012,26.0,32.0,19.0
ERR4034538,other,2012,29.0,32.0,21.0
ERR4034542,other,2012,31.0,37.0,20.0
ERR4034563,other,2012,30.0,33.0,21.0
ERR4034567,other,2012,14.0,8.0,20.0
ERR4034591,other,2012,28.0,33.0,21.0
ERR4034595,other,2012,28.0,32.0,22.0
ERR4034328,other,2012,26.0,31.0,20.0
ERR4034619,other,2012,26.0,33.0,18.0
ERR4034623,other,2012,27.0,35.0,18.0
ERR4034631,other,2012,26.0,31.0,23.0
ERR4034332,other,2012,29.0,34.0,20.0
ERR4034648,other,2012,28.0,32.0,20.0
ERR4034652,other,2012,26.0,29.0,20.0
ERR4034660,other,2012,28.0,36.0,22.0
ERR4034681,other,2012,26.0,35.0,18.0
ERR4034340,other,2012,27.0,32.0,24.0
ERR4034361,other,2012,27.0,37.0,20.0
ERR4034365,other,2012,26.0,31.0,19.0
ERR4034799,other,2012,25.0,33.0,20.0
ERR4034803,other,2012,27.0,34.0,19.0
ERR4034806,other,2012,27.0,7.0,24.0
ERR4034831,other,2012,29.0,34.0,19.0
ERR4034835,other,2012,27.0,31.0,20.0
ERR4034838,other,2012,27.0,28.0,24.0
ERR4034863,other,2012,28.0,34.0,19.0
ERR4034896,other,2012,27.0,33.0,19.0
ERR4034928,other,2012,27.0,35.0,19.0
ERR4034708,other,2012,29.0,39.0,23.0
ERR4034709,other,2012,28.0,33.0,19.0
ERR4034999,other,2012,30.0,38.0,24.0
ERR4035027,other,2012,28.0,38.0,21.0
ERR4035045,other,2012,27.0,31.0,20.0
ERR4035060,other,2012,28.0,40.0,20.0
ERR4034737,other,2012,27.0,33.0,20.0
ERR4034740,other,2012,26.0,37.0,25.0
ERR4034741,other,2012,25.0,33.0,20.0
ERR4034770,other,2012,28.0,33.0,21.0
ERR4034773,other,2012,27.0,36.0,24.0
ERR4034774,other,2012,28.0,33.0,19.0
ERR4035186,other,2012,26.0,33.0,22.0
ERR4035219,other,2012,30.0,35.0,22.0
ERR4035251,other,2012,24.0,32.0,23.0
ERR4035279,other,2012,26.0,35.0,21.0
ERR4035096,other,2012,25.0,31.0,20.0
ERR4035377,other,2012,36.0,34.0,26.0
ERR4035402,other,2012,32.0,38.0,27.0
ERR4035070,other,2012,26.0,37.0,22.0
ERR4035129,other,2012,24.0,32.0,19.0
ERR4035546,other,2012,28.0,40.0,25.0
ERR4035571,other,2012,30.0,33.0,24.0
ERR4035575,other,2012,30.0,40.0,27.0
ERR4035579,other,2012,24.0,32.0,23.0
ERR4035603,other,2012,28.0,33.0,25.0
ERR4035607,other,2012,27.0,30.0,23.0
ERR4035611,other,2012,26.0,35.0,23.0
ERR4035635,other,2012,28.0,8.0,25.0
ERR4035639,other,2012,27.0,33.0,7.0
ERR4035643,other,2012,27.0,30.0,24.0
ERR4035668,other,2012,28.0,36.0,25.0
ERR4035672,other,2012,28.0,32.0,24.0
ERR4035676,other,2012,28.0,37.0,25.0
ERR4035700,other,2012,30.0,34.0,20.0
ERR4035704,other,2012,29.0,27.0,25.0
ERR4035708,other,2012,24.0,6.0,28.0
ERR4035732,other,2012,27.0,35.0,25.0
ERR4035736,other,2012,27.0,34.0,24.0
ERR4035448,other,2012,25.0,6.0,10.0
ERR4035761,other,2012,29.0,25.0,8.0
ERR4035477,other,2012,27.0,32.0,23.0
ERR4035765,other,2012,27.0,9.0,23.0
ERR4035769,other,2012,30.0,9.0,6.0
ERR4035793,other,2012,27.0,35.0,24.0
ERR4035797,other,2012,26.0,30.0,23.0
ERR4035481,other,2012,25.0,36.0,23.0
ERR4035485,other,2012,30.0,34.0,25.0
ERR4035509,other,2012,27.0,32.0,25.0
ERR4035513,other,2012,30.0,37.0,24.0
ERR4035452,other,2012,30.0,34.0,24.0
ERR4035517,other,2012,26.0,10.0,23.0
ERR4035541,other,2012,29.0,35.0,25.0
ERR4035542,other,2012,27.0,34.0,25.0
ERR4035944,other,2012,24.0,32.0,22.0
ERR4035948,other,2012,28.0,33.0,23.0
ERR4035951,other,2012,26.0,38.0,23.0
ERR4035955,131-C,2012,26.0,6.0,6.0
ERR4035957,other,2012,27.0,38.0,23.0
ERR4035961,other,2012,22.0,34.0,21.0
ERR4035976,other,2012,27.0,35.0,23.0
ERR4035980,other,2012,30.0,35.0,24.0
ERR4035983,other,2012,27.0,24.0,8.0
ERR4035987,other,2012,26.0,40.0,23.0
ERR4035989,other,2012,27.0,29.0,21.0
ERR4035993,other,2012,25.0,34.0,23.0
ERR4035846,other,2012,26.0,30.0,20.0
ERR4036008,other,2012,26.0,36.0,23.0
ERR4036012,other,2012,30.0,39.0,24.0
ERR4036015,other,2012,30.0,38.0,25.0
ERR4036019,other,2012,28.0,15.0,26.0
ERR4036021,other,2012,28.0,38.0,23.0
ERR4036025,other,2012,27.0,28.0,23.0
ERR4035831,other,2012,27.0,32.0,22.0
ERR4036034,other,2012,29.0,37.0,23.0
ERR4036041,other,2012,29.0,38.0,24.0
ERR4036045,other,2012,32.0,32.0,24.0
ERR4035851,other,2012,30.0,37.0,24.0
ERR4036052,other,2012,27.0,38.0,24.0
ERR4036075,other,2012,28.0,36.0,23.0
ERR4035854,other,2012,27.0,38.0,23.0
ERR4036084,131-C,2012,27.0,6.0,20.0
ERR4036088,other,2012,26.0,34.0,22.0
ERR4036107,other,2012,28.0,35.0,24.0
ERR4036111,other,2012,27.0,37.0,23.0
ERR4036116,other,2012,29.0,40.0,23.0
ERR4035858,other,2012,29.0,38.0,25.0
ERR4036120,other,2012,27.0,37.0,23.0
ERR4036135,other,2012,28.0,6.0,23.0
ERR4035860,other,2012,26.0,37.0,21.0
ERR4036139,other,2012,27.0,36.0,23.0
ERR4036143,other,2012,27.0,34.0,23.0
ERR4036144,other,2012,28.0,37.0,23.0
ERR4036149,other,2012,27.0,37.0,25.0
ERR4036153,other,2012,27.0,37.0,23.0
ERR4035862,other,2012,27.0,37.0,22.0
ERR4036172,other,2012,20.0,34.0,23.0
ERR4036176,other,2012,27.0,14.0,23.0
ERR4036177,other,2012,28.0,38.0,23.0
ERR4035864,other,2012,27.0,32.0,22.0
ERR4036181,other,2012,29.0,36.0,24.0
ERR4036185,other,2012,29.0,37.0,25.0
ERR4036200,other,2012,25.0,25.0,24.0
ERR4036204,131-C,2012,27.0,6.0,6.0
ERR4036208,other,2012,27.0,34.0,23.0
ERR4036209,other,2012,30.0,38.0,24.0
ERR4036213,other,2012,28.0,40.0,23.0
ERR4035868,other,2012,28.0,36.0,23.0
ERR4035833,other,2012,27.0,35.0,22.0
ERR4035879,other,2012,25.0,31.0,20.0
ERR4035883,other,2012,30.0,39.0,24.0
ERR4035886,other,2012,28.0,38.0,23.0
ERR4035835,other,2012,26.0,35.0,22.0
ERR4035890,other,2012,27.0,40.0,23.0
ERR4035892,other,2012,23.0,28.0,22.0
ERR4035894,other,2012,27.0,38.0,23.0
ERR4035896,other,2012,26.0,34.0,21.0
ERR4035900,131-C,2012,24.0,6.0,22.0
ERR4035911,other,2012,30.0,29.0,23.0
ERR4035915,other,2012,29.0,35.0,23.0
ERR4035918,other,2012,30.0,40.0,23.0
ERR4035922,other,2012,29.0,37.0,23.0
ERR4035924,other,2012,27.0,6.0,24.0
ERR4035928,other,2012,29.0,32.0,23.0
ERR4036328,other,2012,28.0,36.0,24.0
ERR4036332,other,2012,27.0,35.0,24.0
ERR4036360,other,2012,27.0,35.0,25.0
ERR4036364,other,2012,29.0,38.0,24.0
ERR4036230,other,2012,28.0,37.0,26.0
ERR4036392,other,2012,26.0,30.0,25.0
ERR4036396,other,2012,29.0,39.0,26.0
ERR4036425,other,2012,26.0,36.0,23.0
ERR4036429,other,2012,28.0,6.0,23.0
ERR4036235,other,2012,27.0,39.0,23.0
ERR4036461,other,2012,25.0,33.0,25.0
ERR4036465,other,2012,25.0,32.0,24.0
ERR4036493,other,2012,28.0,39.0,22.0
ERR4036497,other,2012,28.0,37.0,22.0
ERR4036503,other,2012,23.0,30.0,19.0
ERR4036525,other,2012,27.0,39.0,21.0
ERR4036529,other,2012,30.0,45.0,24.0
ERR4036554,other,2012,26.0,24.0,23.0
ERR4036558,other,2012,27.0,28.0,22.0
ERR4036577,other,2012,30.0,32.0,20.0
ERR4036586,other,2012,28.0,37.0,23.0
ERR4036590,other,2012,26.0,37.0,22.0
ERR4036263,other,2012,29.0,39.0,26.0
ERR4036267,other,2012,26.0,39.0,24.0
ERR4036295,other,2012,26.0,37.0,23.0
ERR4036299,other,2012,28.0,36.0,25.0
ERR4036627,other,2012,26.0,23.0,25.0
ERR4036632,other,2012,28.0,42.0,20.0
ERR4036633,other,2012,26.0,31.0,19.0
ERR4036635,other,2012,23.0,34.0,23.0
ERR4036640,other,2012,30.0,15.0,12.0
ERR4036641,other,2012,27.0,28.0,19.0
ERR4036647,other,2012,27.0,35.0,21.0
ERR4036648,other,2012,29.0,32.0,18.0
ERR4036652,other,2012,26.0,32.0,20.0
ERR4036769,other,2012,23.0,25.0,18.0
ERR4036774,other,2012,26.0,29.0,18.0
ERR4036801,other,2012,25.0,29.0,19.0
ERR4036805,other,2012,28.0,34.0,21.0
ERR4036833,other,2012,26.0,30.0,19.0
ERR4036835,131-C,2012,28.0,6.0,20.0
ERR4036864,other,2012,24.0,30.0,18.0
ERR4036870,other,2012,15.0,24.0,20.0
ERR4036902,other,2012,26.0,6.0,20.0
ERR4036903,131-C,2012,16.0,6.0,19.0
ERR4036909,other,2012,28.0,34.0,22.0
ERR4036910,other,2012,25.0,34.0,19.0
ERR4036928,other,2012,24.0,30.0,18.0
ERR4036679,other,2012,27.0,32.0,21.0
ERR4036938,other,2012,26.0,33.0,20.0
ERR4036939,other,2012,26.0,30.0,19.0
ERR4036942,other,2012,28.0,35.0,22.0
ERR4036960,other,2012,24.0,32.0,18.0
ERR4036963,other,2012,26.0,33.0,19.0
ERR4036970,other,2012,28.0,32.0,19.0
ERR4036684,other,2012,26.0,32.0,19.0
ERR4036992,other,2012,25.0,36.0,19.0
ERR4036998,other,2012,26.0,37.0,19.0
ERR4036999,other,2012,26.0,31.0,19.0
ERR4037026,other,2012,26.0,34.0,19.0
ERR4037030,other,2012,25.0,29.0,28.0
ERR4036706,other,2012,8.0,6.0,6.0
ERR4036709,other,2012,27.0,32.0,20.0
ERR4036710,other,2012,26.0,32.0,19.0
ERR4036736,other,2012,25.0,30.0,18.0
ERR4036740,other,2012,28.0,32.0,20.0
ERR4036742,other,2012,27.0,31.0,20.0
ERR4037153,other,2012,11.0,6.0,23.0
ERR4037160,other,2012,28.0,33.0,20.0
ERR4037184,other,2012,20.0,30.0,21.0
ERR4037194,other,2012,26.0,33.0,20.0
ERR4037216,other,2012,26.0,28.0,23.0
ERR4037223,other,2012,28.0,34.0,20.0
ERR4037249,other,2012,23.0,23.0,6.0
ERR4037256,other,2012,28.0,33.0,20.0
ERR4037284,other,2012,12.0,23.0,6.0
ERR4037287,other,2012,18.0,33.0,23.0
ERR4037294,other,2012,27.0,40.0,24.0
ERR4037295,other,2012,25.0,27.0,22.0
ERR4037317,other,2012,25.0,21.0,21.0
